2347 , 2,0M , GCF_000479335.1_ASM47933v1_genomic.fna
2348 , 817K , GCF_000479355.1_ASM47935v1_genomic.fna
2349 , 4,6M , GCF_000483715.2_ASM48371v2_genomic.fna
2350 , 4,7M , GCF_000484195.3_ASM48419v3_genomic.fna
2351 , 4,3M , GCF_000484505.2_ASM48450v2_genomic.fna
2352 , 4,6M , GCF_000484535.1_ASM48453v1_genomic.fna
2353 , 3,0M , GCF_000485885.1_ASM48588v1_genomic.fna
2354 , 1,9M , GCF_000485905.1_ASM48590v1_genomic.fna
2355 , 4,6M , GCF_000486045.2_ASM48604v2_genomic.fna
2356 , 4,6M , GCF_000486165.2_ASM48616v2_genomic.fna
2357 , 4,8M , GCF_000486345.2_ASM48634v2_genomic.fna
2358 , 4,6M , GCF_000486365.2_ASM48636v2_genomic.fna
2359 , 4,7M , GCF_000486405.2_ASM48640v2_genomic.fna
2360 , 4,7M , GCF_000486445.2_ASM48644v2_genomic.fna
2361 , 4,7M , GCF_000486585.2_ASM48658v2_genomic.fna
2362 , 4,5M , GCF_000486725.2_ASM48672v2_genomic.fna
2363 , 4,4M , GCF_000486765.2_ASM48676v2_genomic.fna
2364 , 4,5M , GCF_000486815.2_ASM48681v2_genomic.fna
2365 , 4,5M , GCF_000486855.2_ASM48685v2_genomic.fna
2366 , 4,8M , GCF_000486915.2_ASM48691v2_genomic.fna
2367 , 4,6M , GCF_000487015.2_ASM48701v2_genomic.fna
2368 , 4,9M , GCF_000487035.2_ASM48703v2_genomic.fna
2369 , 4,9M , GCF_000487155.2_ASM48715v2_genomic.fna
2370 , 4,6M , GCF_000487255.2_ASM48725v2_genomic.fna
2371 , 4,7M , GCF_000487295.3_ASM48729v3_genomic.fna
2372 , 4,7M , GCF_000487515.2_ASM48751v2_genomic.fna
2373 , 4,6M , GCF_000487575.2_ASM48757v2_genomic.fna
2374 , 4,6M , GCF_000487615.2_ASM48761v2_genomic.fna
2375 , 4,5M , GCF_000487775.1_ASM48777v2_genomic.fna
2376 , 4,4M , GCF_000487915.2_ASM48791v2_genomic.fna
2377 , 5,0M , GCF_000487935.2_ASM48793v2_genomic.fna
2378 , 2,3M , GCF_000487995.2_ASM48799v2_genomic.fna
2379 , 5,0M , GCF_000493295.2_ASM49329v2_genomic.fna
2380 , 4,1M , GCF_000493375.1_BAPNAU_WGS_genomic.fna
2381 , 1,7M , GCF_000493495.1_TS_genomic.fna
2382 , 4,8M , GCF_000493535.2_DT2_genomic.fna
2383 , 2,5M , GCF_000493735.1_ASM49373v1_genomic.fna
2384 , 5,2M , GCF_000493755.1_ASM49375v1_genomic.fna
2385 , 4,7M , GCF_000494385.3_ASM49438v3_genomic.fna
2386 , 9,1M , GCF_000494755.1_ASM49475v1_genomic.fna
2387 , 1,7M , GCF_000494775.2_ASM49477v2_genomic.fna
2388 , 3,8M , GCF_000494835.1_ASM49483v1_genomic.fna
2389 , 7,1M , GCF_000494855.1_ASM49485v1_genomic.fna
2390 , 2,5M , GCF_000494875.1_ASM49487v1_genomic.fna
2391 , 2,2M , GCF_000494895.1_ASM49489v1_genomic.fna
2392 , 5,8M , GCF_000494915.1_ASM49491v1_genomic.fna
2393 , 6,2M , GCF_000495455.2_ASM49545v2_genomic.fna
2394 , 4,3M , GCF_000495935.2_ASM49593v2_genomic.fna
2395 , 1,8M , GCF_000496265.1_ASM49626v1_genomic.fna
2396 , 4,9M , GCF_000496285.1_ASM49628v1_genomic.fna
2397 , 6,9M , GCF_000496455.2_ASM49645v2_genomic.fna
2398 , 1,2M , GCF_000496595.1_ASM49659v1_genomic.fna
2399 , 6,3M , GCF_000496605.2_ASM49660v2_genomic.fna
2400 , 3,1M , GCF_000496635.1_ASM49663v1_genomic.fna
2401 , 6,1M , GCF_000496645.1_ASM49664v1_genomic.fna
2402 , 829K , GCF_000496815.1_ASM49681v1_genomic.fna
2403 , 4,9M , GCF_000497265.2_ASM49726v2_genomic.fna
2404 , 3,9M , GCF_000497485.1_ASM49748v1_genomic.fna
2405 , 6,5M , GCF_000497525.1_ASM49752v2_genomic.fna
2406 , 1,7M , GCF_000498315.1_ASM49831v1_genomic.fna
2407 , 1,7M , GCF_000498335.1_ASM49833v1_genomic.fna
2408 , 4,1M , GCF_000498375.2_ASM49837v2_genomic.fna
2409 , 6,4M , GCF_000498395.2_ASM49839v3_genomic.fna
2410 , 2,1M , GCF_000498655.1_ASM49865v1_genomic.fna
2411 , 1,9M , GCF_000498675.1_ASM49867v1_genomic.fna
2412 , 6,1M , GCF_000498975.2_ASM49897v2_genomic.fna
2413 , 1,4M , GCF_000499365.1_ASM49936v1_genomic.fna
2414 , 4,4M , GCF_000499485.1_MYMC4100_genomic.fna
2415 , 5,3M , GCF_000499645.1_IRBG74_genomic.fna
2416 , 1,4M , GCF_000499665.2_RMONA_1_genomic.fna
2417 , 2,5M , GCF_000499805.2_ASM49980v2_genomic.fna
2418 , 1,2M , GCF_000500935.1_ASM50093v1_genomic.fna
2419 , 4,6M , GCF_000503845.1_ASM50384v1_genomic.fna
2420 , 3,6M , GCF_000503895.1_ASM50389v1_genomic.fna
2421 , 6,4M , GCF_000504045.1_ASM50404v1_genomic.fna
2422 , 2,1M , GCF_000504085.1_ASM50408v1_genomic.fna
2423 , 2,1M , GCF_000504105.1_ASM50410v1_genomic.fna
2424 , 3,3M , GCF_000504125.1_ASM50412v1_genomic.fna
2425 , 4,5M , GCF_000504545.1_ASM50454v1_genomic.fna
2426 , 5,3M , GCF_000504585.2_ASM50458v2_genomic.fna
2427 , 4,7M , GCF_000505365.2_ASM50536v2_genomic.fna
2428 , 3,8M , GCF_000505685.1_ASM50568v2_genomic.fna
2429 , 4,7M , GCF_000505705.1_ASM50570v1_genomic.fna
2430 , 1,8M , GCF_000505725.1_ASM50572v1_genomic.fna
2431 , 6,0M , GCF_000506785.4_ASM50678v4_genomic.fna
2432 , 5,9M , GCF_000507205.3_ASM50720v2_genomic.fna
2433 , 1,1M , GCF_000507225.1_ASM50722v1_genomic.fna
2434 , 3,7M , GCF_000507245.1_ASM50724v1_genomic.fna
2435 , 3,8M , GCF_000508125.2_ASM50812v2_genomic.fna
2436 , 6,8M , GCF_000508205.1_ASM50820v1_genomic.fna
2437 , 1,2M , GCF_000508225.1_ASM50822v1_genomic.fna
2438 , 695K , GCF_000508245.1_ASM50824v1_genomic.fna
2439 , 3,9M , GCF_000508265.1_ASM50826v1_genomic.fna
2440 , 6,4M , GCF_000508765.1_ASM50876v1_genomic.fna
2441 , 1,5M , GCF_000510265.1_ASM51026v1_genomic.fna
2442 , 5,8M , GCF_000510285.1_ASM51028v1_genomic.fna
2443 , 6,5M , GCF_000510305.1_ASM51030v1_genomic.fna
2444 , 5,8M , GCF_000510325.1_ASM51032v1_genomic.fna
2445 , 4,8M , GCF_000511285.2_ASM51128v2_genomic.fna
2446 , 5,4M , GCF_000511305.1_ASM51130v1_genomic.fna
2447 , 5,7M , GCF_000511325.1_ASM51132v1_genomic.fna
2448 , 4,5M , GCF_000511355.1_ASM51135v1_genomic.fna
2449 , 4,4M , GCF_000511385.1_ASM51138v1_genomic.fna
2450 , 4,0M , GCF_000511405.1_ASM51140v1_genomic.fna
2451 , 7,2M , GCF_000511895.1_ASM51189v1_genomic.fna
2452 , 7,1M , GCF_000511915.1_ASM51191v1_genomic.fna
2453 , 4,6M , GCF_000512125.1_ASM51212v1_genomic.fna
2454 , 1020K , GCF_000512145.1_ASM51214v2_genomic.fna
2455 , 5,6M , GCF_000512165.1_ASM51216v1_genomic.fna
2456 , 4,4M , GCF_000512185.1_ASM51218v1_genomic.fna
2457 , 6,4M , GCF_000512205.2_ASM51220v2_genomic.fna
2458 , 2,7M , GCF_000512355.1_ASM51235v1_genomic.fna
2459 , 5,2M , GCF_000512375.1_ASM51237v1_genomic.fna
2460 , 2,3M , GCF_000512395.1_ASM51239v1_genomic.fna
2461 , 1,5M , GCF_000512735.1_ASM51273v1_genomic.fna
2462 , 2,0M , GCF_000512745.2_ASM51274v2_genomic.fna
2463 , 5,3M , GCF_000512775.2_ASM51277v2_genomic.fna
2464 , 5,4M , GCF_000512835.2_ASM51283v2_genomic.fna
2465 , 2,9M , GCF_000512895.1_ASM51289v1_genomic.fna
2466 , 3,0M , GCF_000512915.1_ASM51291v1_genomic.fna
2467 , 1,9M , GCF_000512955.1_ASM51295v1_genomic.fna
2468 , 5,0M , GCF_000513215.1_DB11_genomic.fna
2469 , 4,3M , GCF_000513295.1_MGMSRv2_genomic.fna
2470 , 1,1M , GCF_000513475.1_Bbla_genomic.fna
2471 , 3,0M , GCF_000513595.1_ASM51359v1_genomic.fna
2472 , 2,9M , GCF_000513615.1_ASM51361v1_genomic.fna
2473 , 3,0M , GCF_000513635.1_ASM51363v1_genomic.fna
2474 , 3,0M , GCF_000513655.1_ASM51365v1_genomic.fna
2475 , 2,9M , GCF_000513675.1_ASM51367v1_genomic.fna
2476 , 2,9M , GCF_000513695.1_ASM51369v1_genomic.fna
2477 , 5,8M , GCF_000517305.1_ASM51730v1_genomic.fna
2478 , 1,1M , GCF_000517365.1_ASM51736v1_genomic.fna
2479 , 4,4M , GCF_000517405.1_ASM51740v1_genomic.fna
2480 , 5,0M , GCF_000517425.1_ASM51742v1_genomic.fna
2481 , 6,7M , GCF_000517605.1_ASM51760v1_genomic.fna
2482 , 5,3M , GCF_000520015.2_ASM52001v2_genomic.fna
2483 , 5,6M , GCF_000520035.1_ASM52003v1_genomic.fna
2484 , 5,4M , GCF_000520055.1_ASM52005v1_genomic.fna
2485 , 6,5M , GCF_000520875.1_ASM52087v1_genomic.fna
2486 , 7,1M , GCF_000520895.1_ASM52089v1_genomic.fna
2487 , 4,7M , GCF_000521505.1_ASM52150v1_genomic.fna
2488 , 645K , GCF_000521525.1_ASM52152v1_genomic.fna
2489 , 645K , GCF_000521545.1_ASM52154v1_genomic.fna
2490 , 645K , GCF_000521565.1_ASM52156v1_genomic.fna
2491 , 645K , GCF_000521585.1_ASM52158v1_genomic.fna
2492 , 2,4M , GCF_000521605.1_ASM52160v1_genomic.fna
2493 , 7,1M , GCF_000521645.1_ASM52164v1_genomic.fna
2494 , 2,2M , GCF_000521655.1_ASM52165v1_genomic.fna
2495 , 2,2M , GCF_000521685.1_ASM52168v1_genomic.fna
2496 , 2,1M , GCF_000521695.1_ASM52169v1_genomic.fna
2497 , 2,3M , GCF_000521725.1_ASM52172v1_genomic.fna
2498 , 2,4M , GCF_000521745.1_ASM52174v1_genomic.fna
2499 , 2,4M , GCF_000521765.1_ASM52176v1_genomic.fna
2500 , 9,2M , GCF_000522545.2_ASM52254v2_genomic.fna
2501 , 7,3M , GCF_000522985.1_ASM52298v1_genomic.fna
2502 , 4,0M , GCF_000523045.1_ASM52304v1_genomic.fna
2503 , 8,1M , GCF_000523235.1_ASM52323v1_genomic.fna
2504 , 752K , GCF_000524555.1_ASM52455v1_genomic.fna
2505 , 1,9M , GCF_000524575.1_ASM52457v1_genomic.fna
2506 , 6,3M , GCF_000524595.1_ASM52459v1_genomic.fna
2507 , 9,6M , GCF_000525635.1_ASM52563v1_genomic.fna
2508 , 1,9M , GCF_000525715.1_ASM52571v1_genomic.fna
2509 , 950K , GCF_000530755.1_W_O_volvulus_Cameroon_v3_genomic.fna
2510 , 5,4M , GCF_000534935.2_ASM53493v2_genomic.fna
2511 , 2,9M , GCF_000550745.1_ASM55074v1_genomic.fna
2512 , 3,8M , GCF_000550765.1_ASM55076v1_genomic.fna
2513 , 3,1M , GCF_000550785.1_ASM55078v1_genomic.fna
2514 , 2,9M , GCF_000550805.1_ASM55080v1_genomic.fna
2515 , 2,9M , GCF_000565155.1_ASM56515v1_genomic.fna
2516 , 1,2M , GCF_000565175.1_ASM56517v1_genomic.fna
2517 , 1,1M , GCF_000565195.1_ASM56519v1_genomic.fna
2518 , 1,1M , GCF_000565215.1_ASM56521v1_genomic.fna
2519 , 6,6M , GCF_000567905.1_ASM56790v1_genomic.fna
2520 , 6,4M , GCF_000567925.1_ASM56792v1_genomic.fna
2521 , 6,5M , GCF_000567945.1_ASM56794v1_genomic.fna
2522 , 2,9M , GCF_000568455.1_ASM56845v1_genomic.fna
2523 , 2,9M , GCF_000568475.1_ASM56847v1_genomic.fna
2524 , 5,1M , GCF_000568495.1_ASM56849v1_genomic.fna
2525 , 3,1M , GCF_000568815.1_ASM56881v1_genomic.fna
2526 , 6,1M , GCF_000568855.2_ASM56885v2_genomic.fna
2527 , 2,9M , GCF_000568935.1_ASM56893v1_genomic.fna
2528 , 2,2M , GCF_000568955.1_ASM56895v1_genomic.fna
2529 , 2,3M , GCF_000568975.1_ASM56897v1_genomic.fna
2530 , 2,3M , GCF_000569015.1_ASM56901v1_genomic.fna
2531 , 2,3M , GCF_000569035.1_ASM56903v1_genomic.fna
2532 , 2,3M , GCF_000569055.1_ASM56905v1_genomic.fna
2533 , 2,3M , GCF_000569075.1_ASM56907v1_genomic.fna
2534 , 4,3M , GCF_000572125.1_ASM57212v1_genomic.fna
2535 , 4,3M , GCF_000572155.1_ASM57215v1_genomic.fna
2536 , 4,3M , GCF_000572175.1_ASM57217v1_genomic.fna
2537 , 4,3M , GCF_000572195.1_ASM57219v1_genomic.fna
2538 , 2,7M , GCF_000576085.2_ASM57608v2_genomic.fna
2539 , 2,2M , GCF_000576125.1_ASM57612v1_genomic.fna
2540 , 2,7M , GCF_000576145.2_ASM57614v2_genomic.fna
2541 , 2,1M , GCF_000576165.1_ASM57616v1_genomic.fna
2542 , 2,7M , GCF_000576185.2_ASM57618v2_genomic.fna
2543 , 5,1M , GCF_000576555.1_ASM57655v1_genomic.fna
2544 , 3,0M , GCF_000577745.1_6179_18022011_genomic.fna
2545 , 3,5M , GCF_000577895.1_M2_40_genomic.fna
2546 , 4,8M , GCF_000582515.1_ASM58251v1_genomic.fna
2547 , 650K , GCF_000582535.1_ASM58253v1_genomic.fna
2548 , 3,7M , GCF_000582555.1_ASM58255v1_genomic.fna
2549 , 3,0M , GCF_000582665.1_ASM58266v1_genomic.fna
2550 , 2,9M , GCF_000582845.1_SV_1_genomic.fna
2551 , 3,9M , GCF_000583065.1_ASM58306v1_genomic.fna
2552 , 5,3M , GCF_000583105.1_ASM58310v1_genomic.fna
2553 , 1,8M , GCF_000583755.1_ASM58375v1_genomic.fna
2554 , 1,9M , GCF_000583775.1_ASM58377v1_genomic.fna
2555 , 1,7M , GCF_000583795.1_ASM58379v1_genomic.fna
2556 , 7,2M , GCF_000583835.1_ASM58383v1_genomic.fna
2557 , 2,8M , GCF_000583855.1_ASM58385v1_genomic.fna
2558 , 1,1M , GCF_000583875.1_ASM58387v1_genomic.fna
2559 , 6,5M , GCF_000585995.1_ASM58599v1_genomic.fna
2560 , 3,7M , GCF_000590455.1_ASM59045v1_genomic.fna
2561 , 4,6M , GCF_000590475.1_ASM59047v1_genomic.fna
2562 , 5,3M , GCF_000590495.2_ASM59049v2_genomic.fna
2563 , 4,4M , GCF_000590535.2_ASM59053v2_genomic.fna
2564 , 2,0M , GCF_000590555.1_ASM59055v1_genomic.fna
2565 , 1,1M , GCF_000590575.1_ASM59057v1_genomic.fna
2566 , 1,1M , GCF_000590615.1_ASM59061v1_genomic.fna
2567 , 1,1M , GCF_000590635.1_ASM59063v1_genomic.fna
2568 , 1,1M , GCF_000590675.1_ASM59067v1_genomic.fna
2569 , 1,1M , GCF_000590755.1_ASM59075v1_genomic.fna
2570 , 3,2M , GCF_000590795.1_ASM59079v1_genomic.fna
2571 , 3,2M , GCF_000590815.1_ASM59081v1_genomic.fna
2572 , 1,2M , GCF_000590865.3_ASM59086v3_genomic.fna
2573 , 3,5M , GCF_000590925.1_ASM59092v1_genomic.fna
2574 , 4,6M , GCF_000597785.2_ASM59778v2_genomic.fna
2575 , 4,6M , GCF_000597845.1_ASM59784v1_genomic.fna
2576 , 3,0M , GCF_000597865.1_ASM59786v1_genomic.fna
2577 , 5,3M , GCF_000597905.1_ASM59790v1_genomic.fna
2578 , 4,7M , GCF_000597945.1_ASM59794v2_genomic.fna
2579 , 2,7M , GCF_000597965.1_ASM59796v1_genomic.fna
2580 , 5,7M , GCF_000597985.1_ASM59798v1_genomic.fna
2581 , 5,4M , GCF_000598005.1_ASM59800v1_genomic.fna
2582 , 4,7M , GCF_000599625.1_ASM59962v1_genomic.fna
2583 , 4,8M , GCF_000599645.1_ASM59964v1_genomic.fna
2584 , 4,9M , GCF_000599665.1_ASM59966v1_genomic.fna
2585 , 4,9M , GCF_000599685.1_ASM59968v1_genomic.fna
2586 , 5,0M , GCF_000599705.1_ASM59970v1_genomic.fna
2587 , 3,1M , GCF_000599985.1_ASM59998v1_genomic.fna
2588 , 2,5M , GCF_000600005.1_ASM60000v1_genomic.fna
2589 , 2,9M , GCF_000600015.1_ASM60001v1_genomic.fna
2590 , 1,6M , GCF_000600045.1_ASM60004v1_genomic.fna
2591 , 3,3M , GCF_000600055.1_ASM60005v1_genomic.fna
2592 , 1,6M , GCF_000600085.1_ASM60008v1_genomic.fna
2593 , 4,6M , GCF_000600105.1_ASM60010v1_genomic.fna
2594 , 1,6M , GCF_000600125.1_ASM60012v1_genomic.fna
2595 , 1,6M , GCF_000600145.1_ASM60014v1_genomic.fna
2596 , 1,6M , GCF_000600165.1_ASM60016v1_genomic.fna
2597 , 1,6M , GCF_000600185.1_ASM60018v1_genomic.fna
2598 , 1,6M , GCF_000600205.1_ASM60020v1_genomic.fna
2599 , 1,6M , GCF_000600225.1_ASM60022v1_genomic.fna
2600 , 2,1M , GCF_000604045.1_ASM60404v1_genomic.fna
2601 , 5,2M , GCF_000604065.3_ASM60406v3_genomic.fna
2602 , 3,1M , GCF_000604105.1_ASM60410v1_genomic.fna
2603 , 1,2M , GCF_000604125.1_ASM60412v1_genomic.fna
2604 , 2,3M , GCF_000612055.1_ASM61205v1_genomic.fna
2605 , 4,7M , GCF_000612075.2_ASM61207v2_genomic.fna
2606 , 4,6M , GCF_000612325.1_ASM61232v1_genomic.fna
2607 , 5,1M , GCF_000612505.1_ASM61250v1_genomic.fna
2608 , 3,9M , GCF_000612685.1_scf7180000000004_genomic.fna
2609 , 2,0M , GCF_000612765.1_PRJEB5998_assembly_1_genomic.fna
2610 , 1,9M , GCF_000612965.1_PRJEB4971_assembly_1_genomic.fna
2611 , 3,0M , GCF_000613085.1_R479A_18022011_genomic.fna
2612 , 4,8M , GCF_000618005.3_ASM61800v3_genomic.fna
2613 , 5,5M , GCF_000618905.3_ASM61890v3_genomic.fna
2614 , 3,1M , GCF_000619905.2_ASM61990v2_genomic.fna
2615 , 4,6M , GCF_000623055.1_ASM62305v2_genomic.fna
2616 , 4,6M , GCF_000623095.1_ASM62309v2_genomic.fna
2617 , 4,6M , GCF_000623115.2_ASM62311v2_genomic.fna
2618 , 4,6M , GCF_000623135.1_ASM62313v2_genomic.fna
2619 , 4,6M , GCF_000623195.2_ASM62319v2_genomic.fna
2620 , 4,6M , GCF_000623275.1_ASM62327v1_genomic.fna
2621 , 4,6M , GCF_000623295.1_ASM62329v1_genomic.fna
2622 , 4,6M , GCF_000623315.1_ASM62331v1_genomic.fna
2623 , 4,6M , GCF_000623335.1_ASM62333v1_genomic.fna
2624 , 4,6M , GCF_000623355.1_ASM62335v1_genomic.fna
2625 , 4,6M , GCF_000623375.1_ASM62337v1_genomic.fna
2626 , 4,6M , GCF_000623395.2_ASM62339v2_genomic.fna
2627 , 4,6M , GCF_000623455.2_ASM62345v2_genomic.fna
2628 , 4,6M , GCF_000623475.1_ASM62347v2_genomic.fna
2629 , 4,6M , GCF_000623615.2_ASM62361v2_genomic.fna
2630 , 4,6M , GCF_000623655.2_ASM62365v2_genomic.fna
2631 , 4,6M , GCF_000623675.2_ASM62367v2_genomic.fna
2632 , 4,6M , GCF_000623715.2_ASM62371v2_genomic.fna
2633 , 4,6M , GCF_000623735.2_ASM62373v2_genomic.fna
2634 , 4,6M , GCF_000624055.2_ASM62405v2_genomic.fna
2635 , 4,6M , GCF_000624175.1_ASM62417v2_genomic.fna
2636 , 4,6M , GCF_000624395.2_ASM62439v2_genomic.fna
2637 , 4,6M , GCF_000625855.1_ASM62585v2_genomic.fna
2638 , 4,6M , GCF_000626095.2_ASM62609v2_genomic.fna
2639 , 4,6M , GCF_000626175.1_ASM62617v1_genomic.fna
2640 , 4,6M , GCF_000626195.1_ASM62619v1_genomic.fna
2641 , 4,5M , GCF_000626215.1_ASM62621v1_genomic.fna
2642 , 4,6M , GCF_000626235.1_ASM62623v1_genomic.fna
2643 , 4,6M , GCF_000626255.1_ASM62625v1_genomic.fna
2644 , 4,6M , GCF_000626275.2_ASM62627v2_genomic.fna
2645 , 4,6M , GCF_000626295.1_ASM62629v1_genomic.fna
2646 , 4,6M , GCF_000626335.1_ASM62633v1_genomic.fna
2647 , 4,6M , GCF_000626355.1_ASM62635v1_genomic.fna
2648 , 4,6M , GCF_000626375.1_ASM62637v1_genomic.fna
2649 , 2,2M , GCF_000626595.1_ASM62659v1_genomic.fna
2650 , 2,8M , GCF_000626615.2_ASM62661v3_genomic.fna
2651 , 5,0M , GCF_000626635.1_ASM62663v1_genomic.fna
2652 , 3,5M , GCF_000626675.1_ASM62667v1_genomic.fna
2653 , 4,6M , GCF_000626695.2_ASM62669v2_genomic.fna
2654 , 4,5M , GCF_000632395.1_ASM63239v1_genomic.fna
2655 , 5,8M , GCF_000632415.1_ASM63241v1_genomic.fna
2656 , 1,8M , GCF_000632435.1_ASM63243v1_genomic.fna
2657 , 7,2M , GCF_000632475.1_ASM63247v2_genomic.fna
2658 , 1,2M , GCF_000632815.1_ASM63281v1_genomic.fna
2659 , 1,2M , GCF_000632845.1_ASM63284v1_genomic.fna
2660 , 1,2M , GCF_000632865.1_ASM63286v1_genomic.fna
2661 , 1,2M , GCF_000632885.1_ASM63288v1_genomic.fna
2662 , 1,2M , GCF_000632905.1_ASM63290v1_genomic.fna
2663 , 1,2M , GCF_000632925.1_ASM63292v1_genomic.fna
2664 , 1,2M , GCF_000632945.1_ASM63294v1_genomic.fna
2665 , 1,2M , GCF_000632965.1_ASM63296v1_genomic.fna
2666 , 875K , GCF_000632985.1_ASM63298v1_genomic.fna
2667 , 4,9M , GCF_000633175.1_ASM63317v1_genomic.fna
2668 , 5,6M , GCF_000635895.2_ASM63589v2_genomic.fna
2669 , 2,9M , GCF_000635915.2_ASM63591v2_genomic.fna
2670 , 4,9M , GCF_000635955.1_ASM63595v1_genomic.fna
2671 , 4,9M , GCF_000636135.1_ASM63613v1_genomic.fna
2672 , 2,8M , GCF_000648235.2_ASM64823v2_genomic.fna
2673 , 5,2M , GCF_000648515.1_ASM64851v1_genomic.fna
2674 , 6,5M , GCF_000648735.3_ASM64873v3_genomic.fna
2675 , 3,2M , GCF_000661895.1_ASM66189v1_genomic.fna
2676 , 4,7M , GCF_000661915.1_ASM66191v1_genomic.fna
2677 , 5,4M , GCF_000662395.1_ASM66239v1_genomic.fna
2678 , 5,6M , GCF_000671295.1_ASM67129v1_genomic.fna
2679 , 2,9M , GCF_000681515.2_ASM68151v2_genomic.fna
2680 , 1,6M , GCF_000685625.1_ASM68562v1_genomic.fna
2681 , 1,6M , GCF_000685665.1_ASM68566v1_genomic.fna
2682 , 1,7M , GCF_000685705.1_ASM68570v1_genomic.fna
2683 , 4,0M , GCF_000685725.1_ASM68572v1_genomic.fna
2684 , 1,6M , GCF_000685745.1_ASM68574v1_genomic.fna
2685 , 6,4M , GCF_000688795.1_ASM68879v1_genomic.fna
2686 , 2,0M , GCF_000689235.1_GBCO_p1_genomic.fna
2687 , 2,6M , GCF_000689355.1_PRJEB5999_assembly_1_genomic.fna
2688 , 6,0M , GCF_000689415.1_PKB13_genomic.fna
2689 , 1,5M , GCF_000689635.2_ASM68963v2_genomic.fna
2690 , 893K , GCF_000691545.1_ASM69154v1_genomic.fna
2691 , 6,3M , GCF_000691565.1_ASM69156v1_genomic.fna
2692 , 3,2M , GCF_000691585.1_ASM69158v1_genomic.fna
2693 , 3,7M , GCF_000691605.1_ASM69160v1_genomic.fna
2694 , 4,6M , GCF_000695095.2_ASM69509v2_genomic.fna
2695 , 2,8M , GCF_000695215.1_ASM69521v1_genomic.fna
2696 , 9,1M , GCF_000695235.1_ASM69523v1_genomic.fna
2697 , 786K , GCF_000695835.1_ASM69583v1_genomic.fna
2698 , 3,8M , GCF_000695855.3_ASM69585v3_genomic.fna
2699 , 2,8M , GCF_000695875.1_ASM69587v1_genomic.fna
2700 , 1,9M , GCF_000695895.1_ASM69589v1_genomic.fna
2701 , 6,0M , GCF_000695935.1_ASM69593v1_genomic.fna
2702 , 2,3M , GCF_000695975.1_ASM69597v1_genomic.fna
2703 , 5,1M , GCF_000695995.1_ASM69599v1_genomic.fna
2704 , 938K , GCF_000696015.1_ASM69601v1_genomic.fna
2705 , 5,5M , GCF_000696345.2_ASM69634v2_genomic.fna
2706 , 4,9M , GCF_000696465.1_ASM69646v1_genomic.fna
2707 , 4,0M , GCF_000696485.1_ASM69648v1_genomic.fna
2708 , 2,1M , GCF_000696505.1_ASM69650v1_genomic.fna
2709 , 6,6M , GCF_000696675.2_ASM69667v2_genomic.fna
2710 , 7,1M , GCF_000697965.2_ASM69796v2_genomic.fna
2711 , 3,3M , GCF_000698245.1_ASM69824v1_genomic.fna
2712 , 3,3M , GCF_000698285.1_ASM69828v1_genomic.fna
2713 , 3,3M , GCF_000698325.1_ASM69832v1_genomic.fna
2714 , 3,3M , GCF_000698345.1_ASM69834v1_genomic.fna
2715 , 1,8M , GCF_000698365.1_ASM69836v1_genomic.fna
2716 , 4,3M , GCF_000698475.1_ASM69847v1_genomic.fna
2717 , 4,7M , GCF_000698515.2_ASM69851v2_genomic.fna
2718 , 4,6M , GCF_000698715.2_ASM69871v2_genomic.fna
2719 , 2,7M , GCF_000698805.1_ASM69880v1_genomic.fna
2720 , 2,6M , GCF_000698825.1_ASM69882v1_genomic.fna
2721 , 6,9M , GCF_000698845.1_ASM69884v1_genomic.fna
2722 , 6,9M , GCF_000698865.1_ASM69886v1_genomic.fna
2723 , 1,8M , GCF_000698885.1_ASM69888v1_genomic.fna
2724 , 3,3M , GCF_000699025.1_ASM69902v1_genomic.fna
2725 , 4,1M , GCF_000699465.1_ASM69946v1_genomic.fna
2726 , 1,4M , GCF_000699505.1_ASM69950v1_genomic.fna
2727 , 4,1M , GCF_000699525.1_ASM69952v1_genomic.fna
2728 , 8,2M , GCF_000701165.1_ASM70116v2_genomic.fna
2729 , 7,8M , GCF_000705535.2_ASM70553v2_genomic.fna
2730 , 6,7M , GCF_000705595.2_ASM70559v2_genomic.fna
2731 , 4,3M , GCF_000706665.1_ASM70666v1_genomic.fna
2732 , 2,8M , GCF_000706685.1_ASM70668v1_genomic.fna
2733 , 4,0M , GCF_000706705.1_ASM70670v1_genomic.fna
2734 , 3,9M , GCF_000706725.1_ASM70672v1_genomic.fna
2735 , 6,5M , GCF_000706745.1_ASM70674v1_genomic.fna
2736 , 1,7M , GCF_000706765.1_ASM70676v1_genomic.fna
2737 , 2,7M , GCF_000709415.1_ASM70941v1_genomic.fna
2738 , 1,6M , GCF_000709435.1_ASM70943v1_genomic.fna
2739 , 1,1M , GCF_000709455.1_ASM70945v1_genomic.fna
2740 , 2,5M , GCF_000709495.1_ASM70949v1_genomic.fna
2741 , 4,3M , GCF_000709535.1_ASM70953v1_genomic.fna
2742 , 306K , GCF_000709555.1_ASM70955v1_genomic.fna
2743 , 5,3M , GCF_000710365.2_ASM71036v3_genomic.fna
2744 , 5,4M , GCF_000710375.2_ASM71037v3_genomic.fna
2745 , 5,3M , GCF_000714595.1_ASM71459v1_genomic.fna
2746 , 6,5M , GCF_000714655.1_ASM71465v1_genomic.fna
